Usuario,Comentario,url_instagram
_.torresgonzalo,👏👏🙌,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
natyletelier,🙌🙌🙌🙌🙌🙌🙌🙌,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
matiasignaciopalmer,Desregular,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
clmlrar,👏👏👏👏👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
_tenebras_luxx_,No pero como va a ser culpa de la especulación inmobiliaria jajjjajajaja,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
luciasotomayorz,👏👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
grabielver,CADA DÍA TENEMOS MEJORES EQUIPO PARA RECONSTRUIR NUESTRO PAÍS 🇨🇱 #KastPresidenteDeChile #SoloQuedaRepublicanos #ChileDespega ✌🏻🙌🏻🇨🇱🙏🏻,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
lizzette_896,@joseantoniokast 👏👏👏👏 #aquihayequipo #recuperemoschile🇨🇱 #joseantoniokastpresidente2026 #joseantoniokastynohaymas #republicanos,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
javieranriquez14_,Qué opinas sobre los casos de las fuerzas armadas ?????????,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
vcaceresch,Buen poroto se mandó Kast,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
_.maxlopez._,Próximo ministro de economia 👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
mariela.aguiluz,🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱. Vamos con todo a recuperar nuestro país. Kast Presidente!!!.,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
wild.rosemaryy,MAN-CHILD!!,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
pamelavalck,La victoria es nuestra👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
sandoval_rff,Por Qué No Se Van / Los Prisioneros,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
cardenio_uribe,🇨🇱Parisi presidente 2026🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ceciliacortesalvarez,hermoso 🥰,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
tote.pino,Bienvenido aportar por Chile 🇨🇱para un país de trabajo y justo para los trabajadores,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
melytastica,Tus papás son primos,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
terebugmannb,🇨🇱🇨🇱👏👏🇨🇱🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
laurita_1961,"Total y absolutamente de acuerdo con Ustedes. Confiaremos mucho en Ustedes y en Todo El equipo multidisciplinario que a formado Jose Antonio Kast. Siempre eh creído en EL pues esta formado con rigurosidad que en estos tiempo se necesita. Creó fehacientemente en Kast y que sabrá llevar las ""riendas"" y LIDERANDO con firmeza y sabiduría. CHILE YA DIJO NO AL COMUNISMO CLARO Y FUERTE EL 29 DE JUNIO y sabemos y Jose Antonio SERA EL PRESIDENTE DE CHILE Y QUE NO HAY OTRO IGUAL.",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
espinozapallacan,"🇨🇱👏el mejor lider y candidato con un programa claro, estructurado y que va en beneficio de la seguridad de Chile y el desarrollo de nuestro pais Kast Presidente 2026👏",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
zamorano_leiva,Grande Kast,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
patriciarojasverdug,Ese,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
patriciarojasverdug,Ese es Jorge quiroz,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
patriciarojasverdug,Ayy me repetí,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
nicosalinasc,🇵🇦,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
nicosalinasc,🇵🇦🇵🇦🇵🇦,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ingridpepi,👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
bbrunoecheverria,👏👏👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
auroraelizabeth.maldonadomunoz,EXELENTE INFORMACIÓN 👏👏👏👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
4222 Me gusta,,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
Más publicaciones de joseantoniokast,,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
Español (España),"Inicio
Búsqueda
Explorar
Reels
Mensajes
Notificaciones
Crear
Perfil
Más
También de Meta",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
Mensajes,Mensajes,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
